code,city,state,country,comments,junk,oid
dytnoh,Dayton,OH,USA,NULL,NULL,1601
washin.dc,Washington,DC,USA,NULL,NULL,1602
dlwroh,Delaware,OH,USA,NULL,NULL,1603
leeds,Leeds,NULL,United Kingdom,NULL,NULL,1604
ank.tr,Ankara,NULL,Turkey,NULL,NULL,1605
ulm.de,Ulm,NULL,Germany,NULL,NULL,1606
sfo.us,San Francisco,CA,USA,NULL,NULL,1607
smonca,Santa Monica,CA,USA,NULL,NULL,1608
austinau,Austin,TX,USA,NULL,NULL,1609
txhous,Houston,TX,USA,NULL,NULL,1610
santiago.es,Santiago,NULL,Spain,NULL,NULL,1611
oakrdg.tn,Oak Ridge,TN,USA,NULL,NULL,1612
lodioh,Lodi,OH,USA,NULL,NULL,1613
sju,San Juan,PR,USA,NULL,NULL,1614
sing.sg,Singapore,NULL,Singapore,NULL,NULL,1615
pxnyny,New York,NY,USA,NULL,NULL,1616
pppmad.in,Madras,NULL,India,NULL,NULL,1617
cork.ie,Cork,NULL,Ireland,NULL,NULL,1618
taftca,Taft,CA,USA,NULL,NULL,1619
ipltin,Indianapolis,IN,USA,NULL,NULL,1620
rustavi.ru,Rustavi,NULL,Georgia,NULL,NULL,1621
jakarta.id,Jakarta,NULL,Indonesia,NULL,NULL,1622
frhdnj,Freehold,NJ,USA,NULL,NULL,1623
wmfdnj,West Milford,NJ,USA,NULL,NULL,1624
pimaco.az,Pima,AZ,USA,NULL,NULL,1625
milwwiwtsa.wi,Milwaukee,WI,USA,NULL,NULL,1626
lvndoh,Loveland,OH,USA,NULL,NULL,1627
nantny,Nanuet,NY,USA,NULL,NULL,1628
strl.mi,Sterling Heights,MI,USA,NULL,NULL,1629
mplsmn.mn,Minneapolis,MN,USA,NULL,NULL,1630
du.de,Dusseldorf,NULL,Germany,NULL,NULL,1631
kscyks,Kansas City,KS,USA,NULL,NULL,1632
elnsbrg.wa,Ellensburg,WA,USA,NULL,NULL,1633
sby.id,Surabaya,NULL,Indonesia,NULL,NULL,1634
mynrhe.ma,Maynard,MA,USA,NULL,NULL,1635
lngbky.fl,Longboat Key,FL,USA,NULL,NULL,1636
murcia.es,Murcia,NULL,Spain,NULL,NULL,1637
kscyng,Kansas City,MO,USA,NULL,NULL,1638
iplsng,Indianapolis,IN,USA,NULL,NULL,1639
bsn,Boston,MA,USA,NULL,NULL,1640
lasveg.nv,Las Vegas,NV,USA,NULL,NULL,1641
albuqu.nm,Albuquerque,NM,USA,NULL,NULL,1642
msk.ru,Moscow,NULL,Russia,originally thought this was Minsk, Belarus (sometimes mistakenly called Minsk, Russia), but MSK is also short for Moskva/Moskau/Moskwa, other names for Moscow,NULL,1643
tirgu-mures.ro,Tirgu Mures,NULL,Romania,NULL,NULL,1644
cncrca,Concord,CA,USA,NULL,NULL,1645
snfr,San Francisco,CA,USA,NULL,NULL,1646
bohny,Bohemia,NY,USA,NULL,NULL,1647
ebrnsw.nj,East Brunswick,NJ,USA,NULL,NULL,1648
owb,Owensboro,KY,USA,NULL,NULL,1649
mornington.au,Mornington,NULL,Australia,NULL,NULL,1650
oakdhe.mn,Oakdale,MN,USA,NULL,NULL,1651
elpaso,El Paso,TX,USA,NULL,NULL,1652
mcty.no,New Orleans,LA,USA,NULL,NULL,1653
sdf,Louisville,KY,USA,NULL,NULL,1654
shorhe.mn,Shoreview,MN,USA,NULL,NULL,1655
whithe.mn,White Bear Lake,MN,USA,NULL,NULL,1656
sttlng,Seattle,WA,USA,NULL,NULL,1657
chinng,Chicago,IL,USA,NULL,NULL,1658
nycmng,New York,NY,USA,NULL,NULL,1659
warnoh,Warren,OH,USA,NULL,NULL,1660
ach.de,Aachen,NULL,Germany,NULL,NULL,1661
kar.de,Karlsruhe,NULL,Germany,NULL,NULL,1662
chlcoh,Chillicothe,OH,USA,NULL,NULL,1663
austellat,Austell,GA,USA,NULL,NULL,1664
prfred.md,Prince Frederick,MD,USA,NULL,NULL,1665
eburwd.au,East Burwood,NULL,Australia,NULL,NULL,1666
ham.alter,Hamilton,NULL,Canada,NULL,NULL,1667
ham,Hamburg,NULL,Germany,NULL,NULL,1668
mil.atdn,Milwaukee,WI,USA,NULL,NULL,1669
mad.verizon-gni,Madison,NJ,USA,NULL,NULL,1670
cambridge.ja,Cambridge,NULL,United Kingdom,NULL,NULL,1671
rwc,Redwood City,CA,USA,NULL,NULL,1672
athens.oar,Athens,OH,USA,NULL,NULL,1673
vie.atdn,Vienna,VA,USA,NULL,NULL,1674
vie,Vienna,NULL,Austria,NULL,NULL,1675
wan.au,Wangaratta,NULL,Australia,NULL,NULL,1676
morg.wv,Morgantown,WV,USA,,NULL,1677
lon.gb,London,NULL,United Kingdom,,NULL,1678
rnl.wi,Rhinelander,WI,USA,,NULL,1679
sanpedro.cr,San Pedro,NULL,Costa Rica,,NULL,1680
hlb.nj,Holiday City-Berkeley,NJ,USA,,NULL,1681
mns.br,Manaus,NULL,Brazil,per Fabio,NULL,1682
nyc.jp,New York,NY,USA,,NULL,1683
selrsv.pa,Sellersville,PA,USA,,NULL,1684
dcp,Washington,DC,USA,,NULL,1685
san-diego,San Diego,CA,USA,,NULL,1686
knnwck.wa,Kennewick,WA,USA,,NULL,1687
sttlwablce,Seattle,WA,USA,,NULL,1688
aep,Buenos Aires,NULL,Argentina,,NULL,1689
nassau,Nassau,NY,USA,,NULL,1690
avonin,Avon,IN,USA,,NULL,1691
tilbu.nl,Tilburg,NULL,Netherlands,,NULL,1692
benslm.pa,Bensalem,PA,USA,,NULL,1693
mthwnc,Matthews,NC,USA,,NULL,1694
sen,Seattle,WA,USA,special case for PNAP,NULL,1695
pquaoh,Piqua,OH,USA,,NULL,1696
tky,Tokyo,NULL,Japan,,NULL,1697
wdsm,West Des Moines,IA,USA,,NULL,1698
acs,Atlanta,GA,USA,PNAP special case,NULL,1699
ptle,Portland,OR,USA,eli.net special,NULL,1700
pl.waw,Warsaw,NULL,Poland,,NULL,1701
sef,Seattle,WA,USA,PNAP special case,NULL,1702
bradley.ca,Bradley,CA,USA,,NULL,1703
mdso,Modesto,CA,USA,,NULL,1704
tokyo.ap,Tokyo,NULL,Japan,,NULL,1705
chatham.on,Chatham,NULL,Canada,,NULL,1706
mcnv.oh,McConnelsville,OH,USA,,NULL,1707
ptdor,Portland,OR,USA,,NULL,1708
snfrnc,Sanford,NC,USA,,NULL,1709
abnxa.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1710
abnxd.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1711
abnxg.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1712
abnxl.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1713
abnxr.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1714
abnxs.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1715
abnxt.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1716
abnxw.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1717
abnxx.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1718
aboesnxt.dk,Aalborg East,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1719
abrnxt.dk,Aabybro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1720
absnxt.dk,Aalborg South,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1721
abvnxd.dk,Aalborg West,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1722
abvnxt.dk,Aalborg West,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1723
acnxr.dk,Assens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1724
acnxt.dk,Assens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1725
aegnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1726
aenxr.dk,Aereskoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1727
albnxa.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1728
albnxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1729
albnxg.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1730
albnxi.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1731
albnxk.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1732
albnxl.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1733
albnxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1734
albnxs.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1735
albnxu.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1736
albnxw.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1737
albnxx.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1738
allnxt.dk,Allinge,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1739
ambnxd.dk,Amagerbro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1740
ambnxr.dk,Amagerbro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1741
ambnxt.dk,Amagerbro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1742
amsixnxg.dk,Amsterdam,NULL,Netherlands,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1743
amsixnxi.dk,Amsterdam,NULL,Netherlands,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1744
arcnxa.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1745
arcnxb.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1746
arcnxd.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1747
arcnxg.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1748
arcnxk.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1749
arcnxl.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1750
arcnxr.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1751
arcnxs.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1752
arcnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1753
arcnxu.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1754
arcnxw.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1755
arcnxx.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1756
arnonxt.dk,Aarhus North,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1757
aroenxr.dk,Alleroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1758
aroenxt.dk,Alleroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1759
arsynxd.dk,Aarhus South,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1760
arsynxt.dk,Aarhus South,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1761
arvenxt.dk,Aarhus West,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1762
asdnxi.dk,Amsterdam,NULL,Netherlands,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1763
banxd.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1764
banxj.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1765
banxl.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1766
banxr.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1767
banxs.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1768
banxt.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1769
banxx.dk,Ballerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1770
bavnxt.dk,Bagsvaer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1771
bbanxt.dk,Bredballe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1772
bbdnxt.dk,Brabrand,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1773
bbnxt.dk,Brande,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1774
bgsnxr.dk,Bogense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1775
bgsnxt.dk,Bogense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1776
binxr.dk,Birkeroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1777
binxt.dk,Birkeroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1778
bjnxt.dk,Bjerringbro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1779
bllnxr.dk,Billund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1780
bllnxt.dk,Billund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1781
blnxt.dk,Broenderslev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1782
boanxa.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1783
boanxb.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1784
boanxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1785
boanxg.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1786
boanxk.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1787
boanxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1788
boanxs.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1789
boanxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1790
boanxu.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1791
boanxw.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1792
boanxx.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1793
boetnxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1794
boetnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1795
bolnxr.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1796
bolnxt.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1797
bovnxt.dk,Bov,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1798
bpnxt.dk,Broerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1799
brhnxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1800
brhnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1801
bstnxr.dk,Brovst,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1802
bstnxt.dk,Brovst,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1803
bynxa.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1804
bynxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1805
bynxg.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1806
bynxj.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1807
bynxl.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1808
bynxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1809
bynxs.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1810
bynxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1811
bynxw.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1812
bynxx.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1813
dixnxs.dk,Lyngby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1814
drlnxr.dk,Dronninglund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1815
drlnxt.dk,Dronninglund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1816
efnxt.dk,Ebeltoft,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1817
ersnxd.dk,Erritsoe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1818
ersnxt.dk,Erritsoe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1819
esnxd.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1820
esnxg.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1821
esnxl.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1822
esnxr.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1823
esnxs.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1824
esnxt.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1825
esnxw.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1826
esnxx.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1827
espnxt.dk,Espergaerde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1828
fanxd.dk,Fredericia,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1829
fanxr.dk,Fredericia,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1830
fanxt.dk,Fredericia,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1831
fdnxt.dk,Fredensborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1832
fhnxr.dk,Frederikshavn,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1833
fhnxt.dk,Frederikshavn,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1834
fmnxt.dk,Farum,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1835
frvnxt.dk,Frederiksvaerk,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1836
fsnxr.dk,Frederikssund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1837
fsnxt.dk,Frederikssund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1838
fxnxr.dk,Fakse,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1839
fxnxt.dk,Fakse,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1840
faanxr.dk,Faaborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1841
faanxt.dk,Faaborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1842
galnxt.dk,Galten,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1843
gbynxr.dk,Gram,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1844
gbynxt.dk,Gram,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1845
ginxd.dk,Grindsted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1846
ginxt.dk,Grindsted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1847
gjnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1848
gjpnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1849
glnxd.dk,Glostrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1850
glnxr.dk,Glostrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1851
glnxt.dk,Glostrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1852
grnxr.dk,Grenaa,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1853
grnxt.dk,Grenaa,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1854
gwnxt.dk,Give,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1855
gynxr.dk,Glyngoere,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1856
gynxt.dk,Glyngoere,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1857
hadnxd.dk,Haderslev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1858
hadnxr.dk,Haderslev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1859
hadnxt.dk,Haderslev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1860
hanxt.dk,Hadsten,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1861
hbnxr.dk,Hobro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1862
hbnxt.dk,Hobro,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1863
hcnxg.dk,Hasselager,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1864
hcnxr.dk,Hasselager,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1865
hcnxt.dk,Hasselager,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1866
hdinxt.dk,Hundige,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1867
hdsnxt.dk,Hadsund,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1868
hednxt.dk,Hedensted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1869
henxd.dk,Herlev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1870
henxg.dk,Herlev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1871
henxr.dk,Herlev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1872
henxt.dk,Herlev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1873
hgnxd.dk,Helsingoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1874
hgnxr.dk,Helsingoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1875
hgnxt.dk,Helsingoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1876
hgsnxt.dk,Helsingoer South,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1877
hhlnxd.dk,Hoersholm,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1878
hhlnxr.dk,Hoersholm,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1879
hhlnxt.dk,Hoersholm,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1880
hhnxt.dk,Hedehusene,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1881
hhsnxt.dk,Hirtshals,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1882
hinxd.dk,Hilleroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1883
