city,state,country,comments,oid,startip,endip,startnum,endnum,whois_record
*,*,USA,,108541,216.210.112.0,216.210.255.255,3637669888,3637706751,NULL
*,*,USA,,108540,216.203.80.0,216.207.255.255,3637202944,3637510143,NULL
*,*,USA,,108539,216.201.112.0,216.203.63.255,3637080064,3637198847,NULL
*,*,USA,,108538,216.198.192.0,216.201.79.255,3636903936,3637071871,NULL
*,*,USA,,108537,216.198.0.0,216.198.127.255,3636854784,3636887551,NULL
*,*,USA,,108536,216.196.96.0,216.197.127.255,3636748288,3636822015,NULL
*,*,USA,,108535,216.195.128.0,216.196.79.255,3636690944,3636744191,NULL
*,*,USA,,108534,216.194.192.0,216.195.95.255,3636641792,3636682751,NULL
*,*,USA,,108533,216.194.128.0,216.194.175.255,3636625408,3636637695,NULL
*,*,USA,,108532,216.192.0.0,216.194.63.255,3636461568,3636609023,NULL
*,*,USA,,108531,216.189.160.0,216.190.255.255,3636305920,3636396031,NULL
*,*,USA,,108530,216.187.0.0,216.189.143.255,3636133888,3636301823,NULL
*,*,USA,,108529,216.186.0.0,216.186.127.255,3636068352,3636101119,NULL
*,*,USA,,108528,216.185.96.0,216.185.239.255,3636027392,3636064255,NULL
*,*,USA,,108527,216.185.32.0,216.185.63.255,3636011008,3636019199,NULL
*,*,USA,,108526,216.183.160.0,216.185.15.255,3635912704,3636006911,NULL
*,*,USA,,108525,216.183.96.0,216.183.127.255,3635896320,3635904511,NULL
*,*,USA,,108524,216.183.32.0,216.183.79.255,3635879936,3635892223,NULL
*,*,USA,,108523,216.182.192.0,216.182.223.255,3635855360,3635863551,NULL
*,*,USA,,108522,216.182.160.0,216.182.175.255,3635847168,3635851263,NULL
*,*,USA,,108521,216.177.224.0,216.182.79.255,3635535872,3635826687,NULL
*,*,USA,,108520,216.177.160.0,216.177.191.255,3635519488,3635527679,NULL
*,*,USA,,108519,216.176.224.0,216.177.127.255,3635470336,3635511295,NULL
*,*,USA,,108518,216.176.128.0,216.176.207.255,3635445760,3635466239,NULL
*,*,USA,,108517,216.176.64.0,216.176.111.255,3635429376,3635441663,NULL
*,*,USA,,108516,216.174.160.0,216.176.47.255,3635322880,3635425279,NULL
*,*,USA,,108515,216.172.0.0,216.174.127.255,3635150848,3635314687,NULL
*,*,USA,,108514,216.171.128.0,216.171.223.255,3635118080,3635142655,NULL
*,*,USA,,108513,216.170.128.0,216.171.63.255,3635052544,3635101695,NULL
*,*,USA,,108512,216.170.0.0,216.170.111.255,3635019776,3635048447,NULL
*,*,USA,,108511,216.168.160.0,216.169.239.255,3634929664,3635015679,NULL
*,*,USA,,108510,216.168.128.0,216.168.143.255,3634921472,3634925567,NULL
*,*,USA,,108509,216.168.0.0,216.168.79.255,3634888704,3634909183,NULL
*,*,USA,,108508,216.163.208.0,216.167.223.255,3634614272,3634880511,NULL
*,*,USA,,108507,216.163.32.0,216.163.191.255,3634569216,3634610175,NULL
*,*,USA,,108506,216.162.240.0,216.162.255.255,3634556928,3634561023,NULL
*,*,USA,,108505,216.162.80.0,216.162.223.255,3634515968,3634552831,NULL
*,*,USA,,108504,216.158.192.0,216.162.63.255,3634282496,3634511871,NULL
*,*,USA,,108503,216.158.128.0,216.158.175.255,3634266112,3634278399,NULL
*,*,USA,,108502,216.155.224.0,216.158.111.255,3634094080,3634262015,NULL
*,*,USA,,108501,216.155.96.0,216.155.207.255,3634061312,3634089983,NULL
*,*,USA,,108500,216.154.224.0,216.155.63.255,3634028544,3634053119,NULL
*,*,USA,,108499,216.154.192.0,216.154.207.255,3634020352,3634024447,NULL
*,*,USA,,108498,216.152.208.0,216.153.255.255,3633893376,3633971199,NULL
*,*,USA,,108497,216.152.176.0,216.152.191.255,3633885184,3633889279,NULL
*,*,USA,,108496,216.151.192.0,216.152.159.255,3633823744,3633881087,NULL
*,*,USA,,108495,216.147.224.0,216.151.159.255,3633569792,3633815551,NULL
*,*,USA,,108494,216.147.192.0,216.147.207.255,3633561600,3633565695,NULL
*,*,USA,,108493,216.146.224.0,216.147.175.255,3633504256,3633557503,NULL
*,*,USA,,108492,216.146.192.0,216.146.207.255,3633496064,3633500159,NULL
*,*,USA,,108491,216.145.224.0,216.146.127.255,3633438720,3633479679,NULL
*,*,USA,,108490,216.145.0.0,216.145.95.255,3633381376,3633405951,NULL
*,*,USA,,108489,216.144.128.0,216.144.239.255,3633348608,3633377279,NULL
*,*,USA,,108488,216.139.0.0,216.144.79.255,3632988160,3633336319,NULL
*,*,USA,,108487,216.137.176.0,216.138.191.255,3632902144,3632971775,NULL
*,*,USA,,108486,216.137.144.0,216.137.159.255,3632893952,3632898047,NULL
*,*,USA,,108485,216.135.128.0,216.137.95.255,3632758784,3632881663,NULL
*,*,USA,,108484,216.135.0.0,216.135.111.255,3632726016,3632754687,NULL
*,*,USA,,108483,216.134.192.0,216.134.239.255,3632709632,3632721919,NULL
*,*,USA,,108482,216.131.64.0,216.134.175.255,3632480256,3632705535,NULL
*,*,USA,,108481,216.131.0.0,216.131.47.255,3632463872,3632476159,NULL
*,*,USA,,108480,216.130.224.0,216.130.239.255,3632455680,3632459775,NULL
*,*,USA,,108479,216.130.128.0,216.130.191.255,3632431104,3632447487,NULL
*,*,USA,,108478,216.130.96.0,216.130.111.255,3632422912,3632427007,NULL
*,*,USA,,108477,216.129.224.0,216.130.63.255,3632390144,3632414719,NULL
*,*,USA,,108476,216.129.128.0,216.129.191.255,3632365568,3632381951,NULL
*,*,USA,,108475,216.129.96.0,216.129.111.255,3632357376,3632361471,NULL
*,*,USA,,108474,216.128.64.0,216.128.239.255,3632283648,3632328703,NULL
*,*,USA,,108473,216.127.0.0,216.127.255.255,3632201728,3632267263,NULL
*,*,USA,,108472,216.126.128.0,216.126.239.255,3632168960,3632197631,NULL
*,*,USA,,108471,216.126.32.0,216.126.63.255,3632144384,3632152575,NULL
*,*,USA,,108470,216.124.0.0,216.125.255.255,3632005120,3632136191,NULL
*,*,USA,,108469,216.118.224.0,216.122.255.255,3631669248,3631939583,NULL
*,*,USA,,108468,216.118.0.0,216.118.207.255,3631611904,3631665151,NULL
*,*,USA,,108467,216.116.16.0,216.117.239.255,3631484928,3631607807,NULL
*,*,USA,,108466,216.115.208.0,216.115.255.255,3631468544,3631480831,NULL
*,*,USA,,108465,216.115.16.0,216.115.191.255,3631419392,3631464447,NULL
*,*,USA,,108464,216.113.224.0,216.114.255.255,3631341568,3631415295,NULL
*,*,USA,,108463,216.113.128.0,216.113.191.255,3631316992,3631333375,NULL
*,*,USA,,108462,216.111.0.0,216.112.255.255,3631153152,3631284223,NULL
*,*,USA,,108461,216.110.128.0,216.110.223.255,3631120384,3631144959,NULL
*,*,USA,,108460,216.109.0.0,216.110.95.255,3631022080,3631112191,NULL
*,*,USA,,108459,216.108.192.0,216.108.239.255,3631005696,3631017983,NULL
*,*,USA,,108458,216.107.0.0,216.107.239.255,3630891008,3630952447,NULL
*,*,USA,,108457,216.106.128.0,216.106.191.255,3630858240,3630874623,NULL
*,*,USA,,108456,216.105.96.0,216.106.95.255,3630784512,3630850047,NULL
*,*,USA,,108455,216.104.128.0,216.105.63.255,3630727168,3630776319,NULL
*,*,USA,,108454,216.99.128.0,216.104.95.255,3630399488,3630718975,NULL
*,*,USA,,108453,216.99.64.0,216.99.95.255,3630383104,3630391295,NULL
*,*,USA,,108452,216.99.0.0,216.99.31.255,3630366720,3630374911,NULL
*,*,USA,,108451,216.98.64.0,216.98.239.255,3630317568,3630362623,NULL
*,*,USA,,108450,216.98.0.0,216.98.31.255,3630301184,3630309375,NULL
*,*,USA,,108449,216.97.0.0,216.97.239.255,3630235648,3630297087,NULL
*,*,USA,,108448,216.94.0.0,216.96.127.255,3630039040,3630202879,NULL
*,*,USA,,108447,216.93.144.0,216.93.239.255,3630010368,3630034943,NULL
*,*,USA,,108446,216.86.160.0,216.93.127.255,3629555712,3630006271,NULL
*,*,USA,,108445,216.86.128.0,216.86.143.255,3629547520,3629551615,NULL
*,*,USA,,108444,216.83.32.0,216.86.95.255,3629326336,3629539327,NULL
*,*,USA,,108443,216.82.240.0,216.82.255.255,3629314048,3629318143,NULL
*,*,USA,,108442,216.81.96.0,216.82.223.255,3629211648,3629309951,NULL
*,*,USA,,108441,216.81.64.0,216.81.79.255,3629203456,3629207551,NULL
*,*,USA,,108440,216.81.32.0,216.81.47.255,3629195264,3629199359,NULL
*,*,USA,,108439,216.76.0.0,216.80.255.255,3628859392,3629187071,NULL
*,*,USA,,108438,216.75.192.0,216.75.239.255,3628843008,3628855295,NULL
*,*,USA,,108437,216.75.128.0,216.75.159.255,3628826624,3628834815,NULL
*,*,USA,,108436,216.75.64.0,216.75.111.255,3628810240,3628822527,NULL
*,*,USA,,108435,216.73.80.0,216.74.255.255,3628683264,3628793855,NULL
*,*,USA,,108434,216.72.0.0,216.73.63.255,3628597248,3628679167,NULL
*,*,USA,,108433,216.70.192.0,216.71.239.255,3628515328,3628593151,NULL
*,*,USA,,108432,216.70.0.0,216.70.63.255,3628466176,3628482559,NULL
*,*,USA,,108431,216.67.128.0,216.69.239.255,3628302336,3628462079,NULL
*,*,USA,,108430,216.66.208.0,216.67.31.255,3628257280,3628277759,NULL
*,*,USA,,108429,216.64.240.0,216.66.127.255,3628134400,3628236799,NULL
*,*,USA,,108428,216.60.0.0,216.64.223.255,3627810816,3628130303,NULL
*,*,USA,,108427,216.58.128.0,216.59.223.255,3627712512,3627802623,NULL
*,*,USA,,108426,216.57.192.0,216.57.255.255,3627663360,3627679743,NULL
*,*,USA,,108425,216.57.128.0,216.57.159.255,3627646976,3627655167,NULL
*,*,USA,,108424,216.55.240.0,216.57.79.255,3627544576,3627634687,NULL
*,*,USA,,108423,216.55.128.0,216.55.191.255,3627515904,3627532287,NULL
*,*,USA,,108422,216.49.0.0,216.55.95.255,3627089920,3627507711,NULL
*,*,USA,,108421,216.48.176.0,216.48.191.255,3627069440,3627073535,NULL
*,*,USA,,108420,216.46.160.0,216.48.79.255,3626934272,3627044863,NULL
*,*,USA,,108419,216.46.32.0,216.46.127.255,3626901504,3626926079,NULL
*,*,USA,,108418,216.45.128.0,216.45.255.255,3626860544,3626893311,NULL
*,*,USA,,108417,216.42.0.0,216.45.31.255,3626631168,3626835967,NULL
*,*,USA,,108416,216.40.128.0,216.41.239.255,3626532864,3626627071,NULL
*,*,USA,,108415,216.40.48.0,216.40.63.255,3626512384,3626516479,NULL
*,*,USA,,108414,216.38.112.0,216.40.31.255,3626397696,3626508287,NULL
*,*,USA,,108413,216.38.32.0,216.38.95.255,3626377216,3626393599,NULL
*,*,USA,,108412,216.37.112.0,216.37.255.255,3626332160,3626369023,NULL
*,*,USA,,108411,216.36.192.0,216.37.95.255,3626287104,3626328063,NULL
*,*,USA,,108410,216.36.64.0,216.36.127.255,3626254336,3626270719,NULL
*,*,USA,,108409,216.30.192.0,216.35.255.255,3625893888,3626237951,NULL
*,*,USA,,108408,216.27.128.0,216.30.175.255,3625680896,3625889791,NULL
*,*,USA,,108407,216.26.224.0,216.27.111.255,3625639936,3625676799,NULL
*,*,USA,,108406,216.26.128.0,216.26.191.255,3625615360,3625631743,NULL
*,*,USA,,108405,216.26.0.0,216.26.95.255,3625582592,3625607167,NULL
*,*,USA,,108404,216.25.0.0,216.25.223.255,3625517056,3625574399,NULL
*,*,USA,,108403,216.23.160.0,216.24.239.255,3625426944,3625512959,NULL
*,*,USA,,108402,216.21.160.0,216.23.127.255,3625295872,3625418751,NULL
*,*,USA,,108401,216.19.192.0,216.21.127.255,3625172992,3625287679,NULL
*,*,USA,,108400,216.19.96.0,216.19.175.255,3625148416,3625168895,NULL
*,*,USA,,108399,216.19.0.0,216.19.63.255,3625123840,3625140223,NULL
*,*,USA,,108398,216.18.128.0,216.18.223.255,3625091072,3625115647,NULL
*,*,USA,,108397,216.17.128.0,216.17.255.255,3625025536,3625058303,NULL
*,*,USA,,108396,216.17.0.0,216.17.111.255,3624992768,3625021439,NULL
*,*,USA,,108395,216.15.0.0,216.16.223.255,3624861696,3624984575,NULL
*,*,USA,,108394,216.14.160.0,216.14.175.255,3624837120,3624841215,NULL
*,*,USA,,108393,216.14.0.0,216.14.31.255,3624796160,3624804351,NULL
*,*,USA,,108392,216.12.192.0,216.12.255.255,3624714240,3624730623,NULL
*,*,USA,,108391,216.10.144.0,216.12.175.255,3624570880,3624710143,NULL
*,*,USA,,108390,216.10.80.0,216.10.127.255,3624554496,3624566783,NULL
*,*,USA,,108389,216.10.48.0,216.10.63.255,3624546304,3624550399,NULL
*,*,USA,,108388,216.10.0.0,216.10.31.255,3624534016,3624542207,NULL
*,*,USA,,108387,216.9.64.0,216.9.223.255,3624484864,3624525823,NULL
*,*,USA,,108386,216.8.192.0,216.9.47.255,3624452096,3624480767,NULL
*,*,USA,,108385,216.7.224.0,216.8.127.255,3624394752,3624435711,NULL
*,*,USA,,108384,216.7.160.0,216.7.191.255,3624378368,3624386559,NULL
*,*,USA,,108383,216.7.0.0,216.7.143.255,3624337408,3624374271,NULL
*,*,USA,,108382,216.6.208.0,216.6.239.255,3624325120,3624333311,NULL
*,*,USA,,108381,216.6.128.0,216.6.191.255,3624304640,3624321023,NULL
*,*,USA,,108380,214.0.0.0,216.5.255.255,3590324224,3624271871,NULL
*,*,USA,,108379,209.251.96.0,209.255.255.255,3522912256,3523215359,NULL
*,*,USA,,108378,209.251.32.0,209.251.79.255,3522895872,3522908159,NULL
*,*,USA,,108377,209.251.0.0,209.251.23.255,3522887680,3522893823,NULL
*,*,USA,,108376,209.250.192.0,209.250.223.255,3522871296,3522879487,NULL
*,*,USA,,108375,209.243.0.0,209.250.127.255,3522363392,3522854911,NULL
*,*,USA,,108374,209.240.128.0,209.242.239.255,3522199552,3522359295,NULL
*,*,USA,,108373,209.240.64.0,209.240.111.255,3522183168,3522195455,NULL
*,*,USA,,108372,209.239.32.0,209.240.31.255,3522109440,3522174975,NULL
*,*,USA,,108371,209.237.128.0,209.238.255.255,3522002944,3522101247,NULL
*,*,USA,,108370,209.237.0.0,209.237.63.255,3521970176,3521986559,NULL
*,*,USA,,108369,209.235.0.0,209.236.239.255,3521839104,3521966079,NULL
*,*,USA,,108368,209.227.0.0,209.234.239.255,3521314816,3521835007,NULL
*,*,USA,,108367,209.225.128.0,209.225.255.255,3521216512,3521249279,NULL
*,*,USA,,108366,209.222.240.0,209.225.111.255,3521048576,3521212415,NULL
*,*,USA,,108365,209.222.192.0,209.222.223.255,3521036288,3521044479,NULL
*,*,USA,,108364,209.222.64.0,209.222.127.255,3521003520,3521019903,NULL
*,*,USA,,108363,209.221.128.0,209.222.47.255,3520954368,3520999423,NULL
*,*,USA,,108362,209.217.128.0,209.221.63.255,3520692224,3520937983,NULL
*,*,USA,,108361,209.216.160.0,209.217.63.255,3520634880,3520675839,NULL
*,*,USA,,108360,209.214.0.0,209.216.127.255,3520462848,3520626687,NULL
*,*,USA,,108359,209.213.64.0,209.213.223.255,3520413696,3520454655,NULL
*,*,USA,,108358,209.212.128.0,209.213.47.255,3520364544,3520409599,NULL
*,*,USA,,108357,209.212.64.0,209.212.95.255,3520348160,3520356351,NULL
*,*,USA,,108356,209.206.0.0,209.211.255.255,3519938560,3520331775,NULL
*,*,USA,,108355,209.205.128.0,209.205.239.255,3519905792,3519934463,NULL
*,*,USA,,108354,209.203.192.0,209.204.255.255,3519791104,3519873023,NULL
*,*,USA,,108353,209.203.64.0,209.203.175.255,3519758336,3519787007,NULL
*,*,USA,,108352,209.202.128.0,209.202.255.255,3519709184,3519741951,NULL
*,*,USA,,108351,209.201.0.0,209.201.255.255,3519610880,3519676415,NULL
*,*,USA,,108350,209.200.192.0,209.200.223.255,3519594496,3519602687,NULL
*,*,USA,,108349,209.200.64.0,209.200.159.255,3519561728,3519586303,NULL
*,*,USA,,108348,209.197.192.0,209.200.31.255,3519397888,3519553535,NULL
*,*,USA,,108347,209.196.240.0,209.197.127.255,3519344640,3519381503,NULL
*,*,USA,,108346,209.195.128.0,209.196.191.255,3519250432,3519332351,NULL
*,*,USA,,108345,209.191.128.0,209.195.63.255,3518988288,3519234047,NULL
*,*,USA,,108344,209.188.128.0,209.191.63.255,3518791680,3518971903,NULL
*,*,USA,,108343,209.188.96.0,209.188.111.255,3518783488,3518787583,NULL
*,*,USA,,108342,209.183.160.0,209.188.31.255,3518472192,3518767103,NULL
*,*,USA,,108341,209.183.32.0,209.183.127.255,3518439424,3518463999,NULL
*,*,USA,,108340,209.177.192.0,209.182.255.255,3518087168,3518431231,NULL
*,*,USA,,108339,209.177.128.0,209.177.143.255,3518070784,3518074879,NULL
*,*,USA,,108338,209.172.64.0,209.177.95.255,3517726720,3518062591,NULL
*,*,USA,,108337,209.172.0.0,209.172.31.255,3517710336,3517718527,NULL
*,*,USA,,108336,209.170.128.0,209.170.255.255,3517612032,3517644799,NULL
*,*,USA,,108335,209.170.0.0,209.170.63.255,3517579264,3517595647,NULL
*,*,USA,,108334,209.169.64.0,209.169.127.255,3517530112,3517546495,NULL
*,*,USA,,108333,209.166.128.0,209.169.31.255,3517349888,3517521919,NULL
*,*,USA,,108332,209.164.224.0,209.166.111.255,3517243392,3517345791,NULL
*,*,USA,,108331,209.163.0.0,209.164.191.255,3517120512,3517235199,NULL
*,*,USA,,108330,209.162.176.0,209.162.223.255,3517100032,3517112319,NULL
*,*,USA,,108329,209.162.0.0,209.162.159.255,3517054976,3517095935,NULL
*,*,USA,,108328,209.160.128.0,209.161.191.255,3516956672,3517038591,NULL
*,*,USA,,108327,209.159.192.0,209.160.79.255,3516907520,3516944383,NULL
*,*,USA,,108326,209.154.0.0,209.159.175.255,3516530688,3516903423,NULL
*,*,USA,,108325,209.152.160.0,209.153.191.255,3516440576,3516514303,NULL
*,*,USA,,108324,209.151.144.0,209.152.127.255,3516370944,3516432383,NULL
*,*,USA,,108323,209.151.32.0,209.151.127.255,3516342272,3516366847,NULL
*,*,USA,,108322,209.149.0.0,209.150.255.255,3516203008,3516334079,NULL
*,*,USA,,108321,209.148.96.0,209.148.127.255,3516162048,3516170239,NULL
*,*,USA,,108320,209.147.0.0,209.148.63.255,3516071936,3516153855,NULL
*,*,USA,,108319,209.145.128.0,209.146.127.255,3515973632,3516039167,NULL
*,*,USA,,108318,209.143.224.0,209.145.95.255,3515867136,3515965439,NULL
*,*,USA,,108317,209.140.0.0,209.143.207.255,3515613184,3515863039,NULL
*,*,USA,,108316,209.135.128.0,209.139.191.255,3515318272,3515596799,NULL
*,*,USA,,108315,209.134.64.0,209.135.63.255,3515236352,3515301887,NULL
*,*,USA,,108314,209.128.64.0,209.134.31.255,3514843136,3515228159,NULL
*,*,USA,,108313,209.122.0.0,209.127.255.255,3514433536,3514826751,NULL
*,*,USA,,108312,209.116.0.0,209.120.255.255,3514040320,3514367999,NULL
*,*,USA,,108311,209.113.0.0,209.115.127.255,3513843712,3514007551,NULL
*,*,USA,,108310,209.112.64.0,209.112.239.255,3513794560,3513839615,NULL
*,*,USA,,108309,209.107.128.0,209.111.255.255,3513483264,3513778175,NULL
*,*,USA,,108308,209.105.224.0,209.107.95.255,3513376768,3513475071,NULL
*,*,USA,,108307,209.105.0.0,209.105.191.255,3513319424,3513368575,NULL
*,*,USA,,108306,209.104.192.0,209.104.223.255,3513303040,3513311231,NULL
*,*,USA,,108305,209.104.128.0,209.104.159.255,3513286656,3513294847,NULL
*,*,USA,,108304,209.103.64.0,209.104.63.255,3513204736,3513270271,NULL
*,*,USA,,108303,209.99.240.0,209.102.239.255,3512987648,3513184255,NULL
*,*,USA,,108302,209.98.0.0,209.99.223.255,3512860672,3512983551,NULL
*,*,USA,,108301,209.97.224.0,209.97.239.255,3512852480,3512856575,NULL
*,*,USA,,108300,209.95.160.0,209.97.191.255,3512705024,3512844287,NULL
*,*,USA,,108299,209.94.224.0,209.95.127.255,3512655872,3512696831,NULL
*,*,USA,,108298,209.92.0.0,209.94.191.255,3512467456,3512647679,NULL
*,*,USA,,108297,209.91.0.0,209.91.63.255,3512401920,3512418303,NULL
*,*,USA,,108296,209.90.192.0,209.90.223.255,3512385536,3512393727,NULL
*,*,USA,,108295,209.90.0.0,209.90.127.255,3512336384,3512369151,NULL
*,,Italy,IUNET-BNET,18696,151.5.0.0,151.9.255.255,2533687296,2534014975,NULL
*,*,USA,,108294,209.88.0.0,209.88.255.255,3512205312,3512270847,NULL
*,*,USA,,108293,209.87.208.0,209.87.223.255,3512193024,3512197119,NULL
*,*,USA,,108292,209.87.144.0,209.87.191.255,3512176640,3512188927,NULL
*,*,USA,,108291,209.87.64.0,209.87.127.255,3512156160,3512172543,NULL
*,*,USA,,108290,209.86.0.0,209.86.255.255,3512074240,3512139775,NULL
*,*,USA,,108289,209.82.128.0,209.84.255.255,3511844864,3512008703,NULL
*,*,USA,,108288,209.72.0.0,209.81.255.255,3511156736,3511812095,NULL
*,*,USA,,108287,209.68.192.0,209.71.191.255,3510943744,3511140351,NULL
*,*,USA,,108286,209.60.0.0,209.68.159.255,3510370304,3510935551,NULL
*,*,USA,,108285,209.59.128.0,209.59.223.255,3510337536,3510362111,NULL
*,*,USA,,108284,209.58.128.0,209.59.15.255,3510272000,3510308863,NULL
*,*,USA,,108283,209.54.0.0,209.57.255.255,3509977088,3510239231,NULL
*,*,USA,,108282,209.50.96.0,209.51.255.255,3509739520,3509846015,NULL
*,*,USA,,108281,209.45.128.0,209.50.63.255,3509420032,3509731327,NULL
*,*,USA,,108280,209.42.128.0,209.44.255.255,3509223424,3509387263,NULL
*,*,USA,,108279,209.41.160.0,209.42.95.255,3509166080,3509215231,NULL
*,*,USA,,108278,209.41.0.0,209.41.63.255,3509125120,3509141503,NULL
*,*,USA,,108277,209.34.224.0,209.40.223.255,3508723712,3509116927,NULL
*,*,USA,,108276,209.34.192.0,209.34.207.255,3508715520,3508719615,NULL
*,*,USA,,108275,209.34.160.0,209.34.175.255,3508707328,3508711423,NULL
*,*,USA,,108274,209.34.128.0,209.34.143.255,3508699136,3508703231,NULL
*,*,USA,,108273,209.34.0.0,209.34.111.255,3508666368,3508695039,NULL
*,*,USA,,108272,209.30.0.0,209.33.223.255,3508404224,3508658175,NULL
*,*,USA,,108271,209.27.52.0,209.28.255.255,3508220928,3508338687,NULL
*,*,USA,,108270,209.20.64.0,209.27.47.255,3507765248,3508219903,NULL
*,*,USA,,108269,209.17.192.0,209.19.255.255,3507601408,3507748863,NULL
*,*,USA,,108268,209.17.96.0,209.17.127.255,3507576832,3507585023,NULL
*,*,USA,,108267,209.14.0.0,209.17.63.255,3507355648,3507568639,NULL
*,*,USA,,108266,209.12.0.0,209.12.255.255,3507224576,3507290111,NULL
*,*,USA,,108265,209.6.0.0,209.11.239.255,3506831360,3507220479,NULL
*,*,USA,,108264,208.182.0.0,209.4.255.255,3501588480,3506765823,NULL
*,*,USA,,103724,128.190.0.0,128.198.255.255,2159935488,2160525311,NULL
*,*,USA,,103723,128.185.0.0,128.188.255.255,2159607808,2159869951,NULL
*,*,USA,,103722,128.180.0.0,128.183.255.255,2159280128,2159542271,NULL
*,*,USA,,103721,128.177.0.0,128.177.255.255,2159083520,2159149055,NULL
*,*,USA,,103720,128.145.0.0,128.175.255.255,2156986368,2159017983,NULL
*,*,USA,,103719,128.143.0.0,128.143.255.255,2156855296,2156920831,NULL
*,*,USA,,103718,128.135.0.0,128.138.255.255,2156331008,2156593151,NULL
*,*,USA,,103717,128.132.0.0,128.133.255.255,2156134400,2156265471,NULL
*,*,USA,,103716,128.125.0.0,128.129.255.255,2155675648,2156003327,NULL
*,*,USA,,103715,128.101.0.0,128.123.255.255,2154102784,2155610111,NULL
*,*,USA,,103714,128.99.0.0,128.99.255.255,2153971712,2154037247,NULL
*,*,USA,,103713,128.94.0.0,128.97.255.255,2153644032,2153906175,NULL
*,*,USA,,103712,128.88.0.0,128.92.255.255,2153250816,2153578495,NULL
*,*,USA,,103711,128.80.0.0,128.85.255.255,2152726528,2153119743,NULL
*,,Japan,JPNIC,18595,202.12.30.0,202.12.30.255,3389791744,3389791999,NULL
*,*,USA,,108263,208.175.144.0,208.180.255.255,3501166592,3501522943,NULL
*,*,USA,,108262,208.168.0.0,208.175.127.255,3500670976,3501162495,NULL
*,*,USA,,108261,208.166.64.0,208.167.223.255,3500556288,3500662783,NULL
*,*,USA,,108260,208.157.192.0,208.166.47.255,3499999232,3500552191,NULL
